,store_id,product_id,day_of_week,season,quantity_sold,stock_before_order,stock_after_order,order_amount,lead_time_days,supplier_id,delivery_time_expected,delivery_time_actual,transport_mode,order_cost,sell_price_per_unit,discount_offered
59,84,4770,Sunday,Spring,62,137,16,91,10,881,1,9,Truck,496.6608902679213,79.7576046424454,0.12244713391747146
60,92,3268,Saturday,Spring,43,110,41,54,8,688,13,6,Rail,514.0413084171478,73.04594151423274,0.2630783884745753
61,60,1975,Saturday,Summer,55,52,198,2,3,581,12,6,Ship,581.3722663316463,63.00379379500791,0.2678165606957494
62,71,4509,Thursday,Spring,57,171,155,87,7,710,4,10,Air,870.7115246344126,40.215288523628445,0.19849840631283577
63,44,4117,Wednesday,Spring,50,165,20,9,8,855,14,4,Rail,899.7633710034617,92.66268409293211,0.28588513996518683
64,8,2813,Friday,Summer,43,148,164,72,12,828,3,3,Rail,294.4474515669865,68.37694261056234,0.021678550398661643
65,47,4263,Tuesday,Winter,36,162,150,64,6,781,12,8,Ship,488.79466767666065,90.05234374503266,0.1111482502494391
66,35,2543,Wednesday,Spring,41,194,110,65,6,629,12,1,Truck,233.2219152584313,50.760678074955564,0.23779003341628066
67,78,4450,Monday,Winter,45,82,47,21,7,950,14,9,Ship,683.3580722379259,47.088590955491526,0.2519634923006345
68,81,3835,Thursday,Summer,62,21,58,26,13,719,8,1,Ship,614.8631655349353,16.92716486505688,0.027448091670868223
69,36,3738,Sunday,Fall,41,19,127,15,13,544,6,13,Rail,865.7441030650025,40.36466416538132,0.17614613288726388
70,50,2357,Sunday,Winter,55,99,111,43,4,815,13,2,Ship,567.0025084844269,44.72633558450704,0.1998390624506166
71,4,1038,Sunday,Summer,70,109,51,89,10,903,14,4,Truck,802.9833085185686,54.47928338321438,0.06656925248346153
72,2,2316,Friday,Winter,55,67,16,39,13,518,5,5,Rail,386.28126578088137,52.76182571510285,0.010005000632711614
73,6,3737,Saturday,Summer,61,95,37,16,10,710,9,4,Air,724.8281204217163,92.61292637269217,0.006213556135214148
74,54,1161,Tuesday,Summer,49,7,128,35,9,604,6,12,Rail,136.14513369669442,55.65793326716712,0.10769990840907372
75,4,4402,Sunday,Fall,58,50,74,23,3,792,6,12,Truck,236.3744499843769,86.0765270826418,0.03823940451487221
76,54,2909,Sunday,Winter,40,153,160,12,7,642,13,12,Truck,502.2722297969336,21.55755103547641,0.1713650967880874
77,93,2127,Monday,Fall,43,50,94,56,9,622,1,10,Truck,898.2046573164142,61.49201647755968,0.07499118159212148
78,63,3208,Wednesday,Fall,54,192,43,52,8,988,9,10,Ship,896.6027106071552,58.410844237599356,0.10143047442785502
79,18,4870,Sunday,Winter,53,153,87,19,7,697,2,8,Truck,638.8929047536432,24.02643487850397,0.10337436427496559
80,90,2658,Thursday,Winter,46,46,19,98,13,861,12,12,Truck,216.8990746950193,32.0607945220361,0.2793917948695601
81,44,4125,Wednesday,Summer,46,42,174,62,5,747,13,12,Rail,712.8689890591343,55.03081771940359,0.2584747743623714
82,34,2963,Saturday,Winter,54,136,68,8,2,820,1,9,Rail,259.19317329868386,56.91297283986737,0.19462904856004884
83,74,2057,Wednesday,Summer,48,162,169,87,13,768,7,5,Rail,415.418691170685,91.00612525235442,0.04709588957303341
84,62,3289,Tuesday,Summer,54,146,153,11,2,555,12,2,Rail,382.76859510370537,24.80397901916799,0.023085321673127424
85,100,1966,Monday,Summer,46,175,48,43,4,868,14,1,Ship,896.0191731089673,37.42593442241333,0.10671074842755807
86,14,1889,Friday,Summer,40,79,105,98,5,609,5,11,Ship,724.2131439812816,31.606600492783418,0.17132696931124272
87,95,3160,Tuesday,Summer,45,155,70,69,12,684,6,9,Ship,163.95098079186582,80.43376969505996,0.217496789379686
88,48,4061,Saturday,Summer,44,2,17,37,4,502,4,5,Truck,859.0481047113843,29.43171333716223,0.00720658818624239
89,15,3365,Thursday,Winter,44,145,101,25,14,800,8,3,Rail,487.36105926795165,90.88688071087142,0.0584369794212099
90,72,3070,Saturday,Winter,59,12,94,88,11,748,7,4,Ship,779.2881153186916,93.74927491989486,0.13153122659064384
91,78,4629,Saturday,Spring,48,154,8,24,14,827,1,1,Air,799.010902248564,20.07815971938703,0.10788498328889404
92,87,3871,Wednesday,Winter,39,39,65,34,2,714,12,13,Air,998.8128501327245,29.518675132916172,0.13748611104677666
93,62,4718,Thursday,Fall,41,38,59,82,4,655,6,8,Ship,412.2497848695718,44.58936183347974,0.09821828703101668
94,40,4189,Tuesday,Spring,41,57,107,12,11,788,3,1,Truck,877.9989822612864,88.03866039129275,0.17635825385862314
95,85,3748,Saturday,Winter,53,56,36,42,13,874,8,5,Truck,358.11698544955647,20.97266637348685,0.25979818710132047
96,80,2666,Tuesday,Fall,53,23,174,79,5,853,12,1,Air,995.9861293652668,41.0059968049583,0.024576235651030752
97,82,4066,Sunday,Winter,58,118,28,12,4,597,6,8,Rail,469.2261063977835,73.11647605758108,0.0878968106507937
98,53,4283,Sunday,Summer,54,21,62,29,6,780,11,5,Truck,694.1622351813506,75.07996213603117,0.0798988014881354
99,24,2441,Sunday,Spring,52,50,14,93,13,817,6,12,Air,995.058789855763,42.07676262445925,0.16324051663191091
100,26,4184,Friday,Summer,49,75,8,20,10,860,5,5,Rail,280.3757181684706,96.68583212048172,0.2676624247204186
101,89,2067,Wednesday,Spring,55,165,79,79,7,879,8,7,Rail,661.5997895439368,41.722072035358394,0.24597381176166885
102,60,1127,Tuesday,Spring,57,126,65,3,5,820,6,6,Ship,998.5393049086574,65.21617762742957,0.2707665677220338
103,41,3923,Sunday,Summer,47,60,0,80,9,734,7,10,Air,949.5640959475465,65.38333861730045,0.06375815542911004
104,29,1157,Sunday,Spring,56,48,120,61,13,570,9,9,Truck,298.6666783737726,82.03894808390409,0.10306460426010479
105,15,4856,Thursday,Spring,45,22,8,83,4,616,12,11,Air,188.85264449449812,42.11611438206673,0.08264364270125446
106,45,1826,Saturday,Winter,60,3,56,71,11,921,12,11,Truck,483.4654268990441,46.92760127998458,0.16377455548322947
107,65,4465,Sunday,Fall,54,75,183,22,10,655,6,8,Air,787.0199085901239,47.63837058319315,0.20135228055099882
108,89,2890,Friday,Summer,40,36,147,79,2,836,6,8,Ship,810.7393547035437,15.283596891287125,0.12461462406383556
109,71,3899,Thursday,Winter,42,92,120,73,11,857,12,3,Air,646.6851624225899,75.9382411743707,0.09232273824683297
110,9,1511,Wednesday,Winter,56,133,1,17,10,878,9,13,Ship,653.3991627444617,79.17817079245896,0.1895788935554976
111,88,4985,Friday,Summer,45,155,0,97,8,611,6,14,Ship,208.59331936508076,83.8559907099575,0.1495023828966721
112,1,3092,Friday,Spring,55,135,73,2,14,529,7,3,Ship,497.08810869014206,74.29413330239697,0.24861609646205654
113,8,4179,Friday,Summer,41,147,53,7,4,628,4,5,Truck,618.5515307889987,63.327939446078496,0.01618305442466674
114,88,3266,Saturday,Fall,43,143,18,95,4,975,13,8,Ship,715.2389483232456,60.78234089853303,0.22082164631971926
115,63,1442,Sunday,Fall,47,140,17,14,3,599,13,3,Truck,182.59692790511087,67.93314492904716,0.20782888074761327
116,11,4901,Monday,Summer,56,78,23,4,12,901,5,3,Rail,721.5859115077836,10.72567200187463,0.2600099871140652
117,81,3362,Friday,Winter,52,61,126,45,9,885,8,8,Ship,947.1419220468634,50.31061479610068,0.25348436457455065
118,8,3224,Thursday,Summer,55,110,51,63,4,596,13,14,Air,807.6118573008894,13.574165875925647,0.045091600610930156
119,35,3275,Thursday,Fall,57,193,19,10,2,826,10,4,Air,661.4887147348942,53.95368659961244,0.19239854798231312
120,35,2726,Wednesday,Summer,43,119,138,45,11,611,10,12,Rail,187.42213018850327,23.386077997538493,0.1812420788790486
121,33,3006,Tuesday,Spring,43,52,72,86,14,736,5,12,Ship,814.9208240550964,10.83986315977144,0.20832215392103828
122,5,2695,Tuesday,Summer,51,121,187,88,1,558,4,1,Rail,696.659957909176,75.74191011195003,0.29438301477006296
123,41,4977,Monday,Winter,58,27,15,44,12,933,8,5,Air,593.8246699237602,73.40867547406577,0.0328283603675981
124,28,1266,Saturday,Spring,51,17,140,55,1,986,5,5,Air,821.9290339119123,44.802555402524106,0.18876938029482151
125,7,3917,Sunday,Fall,48,6,180,18,8,773,2,4,Truck,707.0519445060415,15.892462892950261,0.17906958846841528
126,73,1837,Saturday,Summer,50,20,5,11,13,762,10,6,Truck,522.7293303669994,97.74327733121854,0.002240246642921606
127,72,4450,Sunday,Winter,64,40,24,54,13,688,8,4,Rail,311.1162251931516,23.574321999321086,0.1975952249628326
128,12,1488,Friday,Winter,57,166,62,1,1,881,8,7,Air,553.9061538740589,53.948822532857385,0.14914755794567816
129,34,1701,Sunday,Fall,45,107,174,53,5,695,7,8,Ship,238.66364198265248,34.48679822783439,0.2318973419440352
130,33,1686,Monday,Summer,48,137,14,96,13,620,9,11,Ship,154.1760995545644,21.911990708344625,0.22657122546900918
131,48,4361,Wednesday,Winter,51,30,53,80,13,644,9,11,Truck,310.56357320956204,56.15064638678395,0.013096836367771968
132,23,1995,Wednesday,Spring,50,41,170,78,8,582,4,11,Air,430.3909771943735,27.631070729757997,0.23412353189202206
133,62,1356,Tuesday,Summer,45,196,127,33,14,696,7,1,Truck,682.1247923258138,42.47060998299621,0.2691614996481039
134,88,4728,Wednesday,Fall,65,58,13,7,7,858,1,12,Ship,549.4367137145753,64.58516400096246,0.18960174931299895
135,37,4815,Friday,Spring,62,117,33,83,7,682,11,12,Truck,761.6306862445159,44.81531867518958,0.2607628647008737
136,99,1871,Thursday,Summer,50,103,129,25,14,729,11,14,Air,763.7286047171754,56.75045532919293,0.06244185007711808
137,44,2973,Wednesday,Winter,45,165,19,69,8,984,14,8,Ship,735.4676143548502,30.880801990075227,0.2703081604326182
138,86,3251,Monday,Fall,52,42,105,49,11,512,1,14,Air,592.7284109961167,72.6403653774761,0.28076585646289304
139,91,4284,Friday,Fall,47,129,15,74,3,959,3,4,Ship,696.7299103397642,67.10925922204612,0.08544284433628764
140,35,1551,Wednesday,Summer,65,133,194,4,5,600,6,11,Air,979.6837899452362,72.36672758935484,0.10361000470760608
141,65,2810,Saturday,Fall,64,76,157,24,2,951,10,9,Air,735.2032755963689,40.578224519475526,0.21327265823851219
142,99,1322,Sunday,Spring,44,156,102,46,5,716,13,2,Truck,768.2320408391762,94.64319550705692,0.10082060089306207
143,47,3641,Wednesday,Summer,46,157,50,70,13,978,8,2,Ship,362.0735519680885,66.16318855121125,0.29685040315722844
144,78,3228,Saturday,Spring,45,88,130,12,5,795,5,3,Rail,530.1872900812521,21.4501170573444,0.08645883637019498
145,3,3546,Friday,Fall,54,167,76,62,2,642,3,11,Air,491.6857530780218,97.7562854648195,0.00866179911149989
146,1,4391,Wednesday,Fall,39,98,127,84,10,527,2,6,Ship,418.1232111767884,61.20096779775446,0.2452887219180853
147,5,1082,Saturday,Fall,56,36,178,90,14,940,10,4,Rail,513.6052390951513,72.85729370632711,0.012989123264990044
148,90,3350,Thursday,Spring,43,117,120,76,13,691,8,5,Truck,638.2192968734297,43.50088314744201,0.2922779356467928
149,14,1261,Tuesday,Fall,56,134,45,62,12,746,9,8,Rail,661.7794608535536,49.80508664520818,0.17998678928191683
150,27,1783,Friday,Summer,44,177,39,97,6,702,7,7,Rail,855.6170813431394,75.92305952360007,0.13179085367489224
151,9,2223,Saturday,Winter,49,145,28,62,1,720,6,8,Air,690.6901897886607,87.8808779804479,0.21977343866496502
152,79,4311,Monday,Summer,46,135,150,76,8,622,14,3,Ship,882.4370799133397,96.44232809055475,0.21475110284864343
153,15,1913,Wednesday,Winter,50,198,144,58,11,632,10,11,Truck,690.9517360541703,99.09882866728198,0.11655724286405572
154,90,3739,Saturday,Fall,38,99,92,38,1,817,2,2,Rail,415.0708415899181,63.57238790688725,0.0641822413571111
155,42,1943,Sunday,Summer,51,54,68,68,3,734,2,6,Air,667.7839076974896,17.870523049758766,0.2534741543756458
156,77,3730,Saturday,Spring,54,104,84,17,14,669,6,3,Ship,756.1176450117151,62.05903809699921,0.2765926290029174
157,51,2318,Saturday,Winter,48,175,65,10,1,821,13,13,Truck,717.0889467556233,28.397832117728612,0.2984582641337012
158,63,2535,Sunday,Spring,49,73,150,83,14,519,11,12,Rail,864.9211112985349,68.3504844745097,0.10897323302923718
159,96,1688,Tuesday,Winter,53,57,74,43,2,585,9,13,Rail,915.0202201116789,40.210455530776585,0.1730777441623785
160,52,4952,Sunday,Fall,48,103,150,33,7,923,9,1,Rail,401.6906532479657,56.992578910451144,0.2943158790621753
161,96,3443,Sunday,Summer,39,15,134,37,7,910,9,8,Truck,171.02788148301656,69.48432498343459,0.12374089763166979
162,4,2772,Monday,Winter,35,152,170,28,13,904,12,11,Air,690.7696322278362,91.74831457441573,0.23714606765501645
163,94,4209,Sunday,Summer,43,28,189,46,11,620,3,3,Air,199.2363865089501,81.345740402244,0.28192687985376474
164,23,1838,Monday,Winter,45,7,33,2,5,775,13,13,Air,895.5841571925349,11.902174455918272,0.05563815939909148
165,15,1877,Thursday,Winter,42,99,101,46,5,787,14,6,Ship,839.948119580157,23.770387735643784,0.21736905550999422
166,43,3870,Sunday,Fall,50,122,104,38,14,681,3,9,Truck,742.1750415396974,88.18723455151961,0.2108759266725726
167,29,4200,Tuesday,Winter,71,182,112,38,7,535,9,7,Truck,933.5584099898839,76.89013218631167,0.11668723373321989
168,36,1048,Sunday,Spring,54,51,50,21,10,941,5,4,Rail,898.4647718582294,23.309760797291165,0.2942995736787634
169,13,4747,Saturday,Winter,50,90,171,23,11,611,3,13,Air,930.6400815426124,63.0027111921982,0.26005063724501004
170,32,3836,Friday,Winter,47,76,69,33,12,865,7,6,Rail,761.9004044217188,62.883179044452305,0.2982818462209907
171,71,1292,Tuesday,Winter,52,153,182,90,10,566,6,10,Rail,431.6107337264755,79.74298119172362,0.16502236470046505
172,59,2651,Sunday,Fall,45,105,65,43,5,699,10,9,Truck,142.97028109846832,83.20738483909041,0.0666467625730179
173,86,1535,Tuesday,Summer,42,24,95,94,14,529,3,12,Air,155.40452336747012,70.65873343152978,0.08379986678637726
174,28,1310,Monday,Summer,43,91,57,68,8,695,6,1,Air,813.8310391287398,74.19001296530544,0.23746059008475046
175,66,1536,Thursday,Fall,44,72,119,70,3,634,10,2,Truck,272.2421118405882,70.0021644409155,0.10848302889336596
176,42,2926,Thursday,Spring,37,120,170,98,2,621,9,1,Truck,381.78451557957726,23.58897586322274,0.0644882713262215
177,45,3686,Tuesday,Spring,57,25,110,64,10,651,2,5,Ship,627.4959672423598,71.61078229016307,0.27656587348525324
178,62,1233,Tuesday,Fall,56,89,60,84,4,764,12,5,Rail,217.9819178235379,52.40118570627402,0.10229059822312303
179,57,2232,Sunday,Summer,55,174,165,64,7,789,5,1,Rail,986.7954490540217,98.00186322718898,0.024487980459294532
180,6,3652,Wednesday,Spring,50,85,155,37,9,982,10,11,Air,835.3924336639622,73.79558510218149,0.16996247121955335
181,28,3141,Saturday,Fall,52,128,184,79,3,700,5,1,Truck,626.2397265531424,43.671902967202485,0.1650665134421356
182,28,3374,Monday,Summer,45,191,40,23,11,554,6,8,Air,917.6129488529655,91.90465954433206,0.12669575290910529
183,44,3272,Saturday,Spring,47,139,49,73,3,858,2,8,Truck,544.2136855098474,30.734165397399767,0.13392033202581988
184,84,1966,Friday,Spring,48,151,89,34,11,615,6,13,Air,907.2522197527834,52.06822489206181,0.06592843632961283
185,30,1889,Friday,Fall,59,29,89,34,7,578,1,12,Air,843.3821722009941,15.726450454987422,0.0887474747063881
186,62,4863,Thursday,Summer,47,13,188,27,1,868,11,1,Air,112.67498870410469,66.58409793971198,0.14596836012338377
187,75,3058,Monday,Spring,54,150,68,80,7,511,14,10,Air,817.0645596950918,60.269068637628926,0.2916380643640249
188,92,4400,Saturday,Fall,54,129,190,4,2,557,10,10,Air,805.5366738180393,55.40167868366854,0.2940377277724953
189,89,4083,Thursday,Spring,40,130,120,92,10,942,7,12,Ship,385.64242059258396,28.599408470239275,0.02615725716258609
190,62,1034,Friday,Summer,48,5,80,81,14,567,1,12,Rail,543.737565167622,54.49622541934288,0.2719109025718858
191,97,1446,Tuesday,Winter,33,148,25,76,1,772,2,12,Rail,224.37543462468858,51.3257088053497,0.13203659676919727
192,1,4523,Monday,Spring,46,19,153,69,10,700,4,7,Rail,699.9235511438679,11.965876897040504,0.13773927723424015
193,27,2763,Monday,Summer,47,148,106,99,9,722,5,4,Truck,706.9538236062019,24.613762158808864,0.10779040493542325
194,62,4291,Saturday,Spring,47,39,150,94,1,913,10,1,Truck,983.3129490687312,91.17029474161123,0.2638182823302901
195,77,3488,Sunday,Winter,52,195,179,63,8,744,1,4,Ship,750.4779281055296,81.00520075335953,0.13715469133250344
196,3,3700,Wednesday,Winter,51,152,87,78,10,946,1,12,Ship,502.6132539516622,20.79047712586351,0.0017027717511455486
197,70,2558,Saturday,Spring,44,114,104,14,14,945,11,8,Ship,262.2458051473559,97.54491003508744,0.28060940020106023
198,72,1594,Tuesday,Fall,50,123,72,66,7,945,5,11,Ship,808.9438582367214,51.87781647449503,0.2922293257752401
199,27,3025,Sunday,Spring,51,70,115,28,10,729,6,2,Air,418.4160723375591,77.50063183047524,0.129722309390735
200,9,3276,Sunday,Summer,57,198,197,21,9,517,3,9,Ship,949.3522045848201,58.76113404038537,0.13083746479547054
201,62,1343,Sunday,Fall,65,32,131,79,12,904,13,7,Ship,349.37956030265843,78.78909723996328,0.005253267648713
202,37,2103,Tuesday,Summer,50,50,0,87,5,708,5,5,Ship,276.9428584133342,69.61908907995726,0.06053585359222293
203,97,4424,Thursday,Summer,41,89,133,10,3,662,2,14,Ship,658.3912801683289,15.86007384955634,0.03603581730308797
204,51,2419,Monday,Fall,46,199,183,26,1,900,8,8,Rail,924.0680947739631,92.21964848079678,0.23866675365792092
205,44,2313,Thursday,Winter,51,89,28,35,2,964,3,14,Air,226.96067800941194,79.1591021753527,0.1546306675544561
206,24,2478,Tuesday,Summer,57,116,130,34,6,588,11,11,Ship,137.20882305500982,29.944021973023563,0.0868036856132727
207,79,4914,Wednesday,Spring,52,78,127,2,8,681,3,11,Truck,970.6465425473258,30.372531496567923,0.277376266070732
208,59,4742,Monday,Winter,50,19,108,95,9,960,9,13,Rail,223.05134345296426,71.79959600455678,0.1938356994526367
209,32,4036,Tuesday,Winter,48,18,87,43,8,651,4,7,Rail,646.767699614496,73.08378841846488,0.2809954259249616
210,96,2151,Wednesday,Fall,37,198,169,44,2,514,10,11,Truck,279.18802596141893,17.83585090386088,0.07627213213271285
211,88,4773,Saturday,Spring,42,183,136,44,1,840,14,9,Air,250.91366159047814,91.4532623429596,0.2599415839783457
212,52,3956,Friday,Spring,65,55,80,43,10,751,3,10,Air,240.44087267118041,77.22413088453007,0.256447630720386
213,62,4614,Sunday,Winter,61,0,58,52,4,575,5,12,Rail,738.9732246014215,98.56328723869717,0.2691392947227829
214,58,2921,Tuesday,Summer,50,166,37,5,14,513,6,11,Truck,783.6597500006409,48.94520023486664,0.24523076903894342
215,52,2382,Friday,Summer,49,36,41,19,5,674,14,6,Air,207.82017155981555,17.759784172922316,0.24184577826315226
216,12,3574,Thursday,Spring,46,17,49,30,10,865,13,9,Rail,222.91184208312768,91.51064843917956,0.25470063724394065
217,39,4384,Friday,Winter,48,199,13,49,6,591,10,11,Truck,940.8977473330623,83.15825797932388,0.2687865491486129
218,2,3122,Tuesday,Winter,54,78,125,63,4,716,1,1,Air,629.9738883371521,10.020024838139856,0.12712708630141792
219,3,2569,Friday,Winter,50,133,99,81,5,591,7,3,Air,803.1658518146688,57.70235787581767,0.06570204781406837
220,56,2894,Sunday,Fall,58,100,172,29,8,786,11,1,Rail,172.50078097085583,10.672777266072801,0.021636886192573312
221,81,3243,Monday,Spring,56,21,32,76,10,599,4,4,Ship,147.17097944654225,41.63517192141486,0.08254019153536207
222,59,2866,Tuesday,Spring,49,10,147,72,3,963,9,7,Rail,456.5779793141754,88.25017629349091,0.25887738371686
223,2,1028,Wednesday,Summer,62,71,161,79,1,557,2,1,Rail,599.728951271791,70.64302789891178,0.2991297743425915
224,2,1705,Friday,Summer,48,8,66,53,9,667,11,13,Rail,435.2498377753849,86.55551793702931,0.1269207304010636
225,92,2020,Monday,Spring,48,140,83,98,9,945,2,3,Truck,742.0892486818458,60.1463960133127,0.14039443453309586
226,54,3063,Sunday,Spring,49,130,66,28,2,681,10,4,Air,702.5345558966488,79.67453930861846,0.1178122703509582
